I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE
4002,,1952,8,22,22,41,24,16,5.8,,,,5.8,,,8,USA,CA,CALIFORNIA:  KERN COUNTY,35.333,-118.917
8032,,1952,9,30,12,52,2,,6.8,,6.8,,,,,9,CHINA,,CHINA: SICHUAN PROVINCE,28.3,102.2
8033,,1952,10,8,14,24,1,,5.5,,5.5,,,,,8,CHINA,,CHINA:  SHANXI PROVINCE,39,112.7
4005,,1952,10,22,17,,    ,,5,,,,,,5,7,TURKEY,,"TURKEY:  CEYHAN,MISIS",36.5,35.5
4007,Tsu,1952,11,4,16,58,27.9,22,9,9,8.5,,,,,7,RUSSIA,,RUSSIA:  KAMCHATKA PENINSULA,52.755,160.057
8034,,1952,12,8,15,9,32,,5.8,,5.8,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,22.9,99.7
4011,,1953,1,25,19,47,    ,,5.7,,,,,,5.7,,HAITI,,HAITI,18.4,-73.4
4013,,1953,2,12,8,15,    ,,6.4,,,,,,6.4,,IRAN,,IRAN:  TORUD,35.4,55.1
6589,Tsu,1953,2,15,,,,,5.5,,5.5,,,,,,PERU,,PERU:  LIMA,-12,-77.5
7977,Tsu,1953,3,17,13,4,,,5.8,,5.8,,,,,,RUSSIA,,RUSSIA:  N. KURIL ISLANDS,50,156.5
4014,,1953,3,18,19,6,11,,7.5,,7.5,,,,,,TURKEY,,"TURKEY:  YENICE, ONON",40,27.5
4020,Tsu,1953,4,23,16,24,34,35,7.4,7.4,7.5,7.2,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.449,152.868
8035,,1953,5,3,23,57,6,,5,,5,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE,24.2,103.2
4021,Tsu,1953,5,6,17,16,43,60,7.6,,,,7.6,,,10,CHILE,,"CHILE:  CHILLAN, CONCEPCION",-36.5,-72.5
6367,Tsu,1953,5,31,19,58,    ,33,7.2,,7.2,,,,,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC: PUERTO PLATA,19.8,-70.7
4023,,1953,7,2,6,56,    ,223,7.5,,,,,,7.5,,VANUATU,,VANUATU ISLANDS,-19,169
4026,,1953,8,11,3,32,,33,6.8,,6.8,,,,,9,GREECE,,GREECE:  ASPROGERAKAS (KEPHALLENIA),38.1,20.6
4029,Tsu,1953,8,12,9,23,52,,7.2,,7.2,,,,,10,GREECE,,GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA),38.3,20.8
4031,Tsu,1953,9,10,4,5,58,,6.5,,6.5,,,,,10,CYPRUS,,CYPRUS:  PAPHOS,35,32.5
7443,Tsu,1953,9,14,0,26,36,33,6.4,6.4,6.8,,,,,,FIJI,,FIJI ISLANDS,-18.3,178.2
9959,,1953,11,4,3,49,13.2,35,7.5,7.5,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-13.189,166.516
4032,Tsu,1953,11,25,17,48,,60,7.4,,7.4,,,,,,JAPAN,,JAPAN:  KASHIMA,34,141.7
4033,,1953,12,7,2,5,    ,128,7.4,,,,,,7.4,,CHILE,,CHILE:  NORTHERN,-22.1,-68.7
4034,Tsu,1953,12,12,17,31,25,30,7.4,,7.4,,,,,9,PERU,,OFF COAST OF PERU,-3.4,-80.6
4039,,1954,2,5,15,17,    ,100,6.2,,,,,,6.2,,MEXICO,,MEXICO:  CHIAPAS,17.3,-92.6
8036,Tsu,1954,2,11,0,30,15,,7.3,,7.3,,,,,10,CHINA,,CHINA:  GANSU PROVINCE,39,101.3
4041,,1954,2,28,18,9,    ,4,5.4,,,,,,5.4,8,AUSTRALIA,,AUSTRALIA:  ADELAIDE:  S,-34.9,138.7
4042,,1954,3,21,23,42,11,180,7.4,,7.4,,,,,,MYANMAR (BURMA),,"MYANMAR; INDIA:  CALCUTTA, CUTTACK, BHAGALPUR",24.5,95.3
4043,,1954,3,29,6,17,    ,640,7,,,,,,7,,SPAIN,,SPAIN,37,-3.5
4044,,1954,4,20,,,    ,,7,,,,,,7,,GREECE,,GREECE,39.8,22.1
4045,,1954,4,29,11,34,    ,,7.5,,,,,,7.5,,ATLANTIC OCEAN,,ATLANTIC OCEAN:  NORTHERN,29.5,-29.5
4046,,1954,4,30,13,2,    ,,7,,,,,,7,10,GREECE,,GREECE:  SOPHADES (KARDITSA),39.3,22.2
8038,,1954,6,17,2,8,39,,5.3,,5.3,,,,,6,CHINA,,CHINA:  ANHUI PROVINCE,31.6,116.6
4049,,1954,7,2,2,45,    ,,6.8,,,,,,6.8,9,PHILIPPINES,,"PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI",13,123.9
4050,,1954,7,6,11,13,    ,,6.8,,,,,,6.8,,USA,NV,NEVADA:  FALLON,39.4,-118.5
8039,,1954,7,31,1,0,    ,,7,,7,,,,,,CHINA,,CHINA: NEI MONGOL,38.8,104.2
4051,,1954,8,20,15,30,    ,,5,,,,,,5,,IRAN,,"IRAN:  TONBAK,KANGAN,SABAKHI,AKHTAR",27.5,52
4052,,1954,8,23,,,    ,,6.8,,,,,,6.8,12,USA,NV,NEVADA:  STILLWATER RANGE,39.6,-118.5
4055,Tsu,1954,9,9,1,4,37,,6.7,,6.7,,,,,11,ALGERIA,,ALGERIA:  ORLEANSVILLE,36.283,1.467
4056,,1954,9,9,2,49,48,,6.7,,6.7,,,,,11,ALGERIA,,ALGERIA:  EL ASNAM,36,1.5
4058,,1954,9,9,9,28,42,,6,,6,,,,,10,ALGERIA,,ALGERIA:  EL ASNAM,36,1.5
8040,,1954,10,24,11,41,6,,5,,5,,,,,7,CHINA,,CHINA:  SICHUAN PROVINCE,29.4,104.8
4059,,1954,11,2,8,24,54,,6.8,,6.8,,,,,8,INDONESIA,,"INDONESIA:  SUMABAWA:  BIMA,RABA",-8,119
6368,Tsu,1954,11,18,20,44,55,30,6.5,,6.5,,,,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.9,142.2
4060,,1954,12,16,11,7,    ,,7,,,,,,7,10,USA,NV,NEVADA:  DIXIE VALLEY,39.3,-118.2
4062,,1955,2,27,20,43,    ,60,7.8,,,,,,7.8,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28,-175.5
4066,,1955,3,31,18,18,    ,96,7.6,,,,,,7.6,8,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO",8.1,123.2
4068,,1955,4,4,19,24,    ,,6.2,,,,,,6.2,,NICARAGUA,,NICARAGUA:  MANAGUA,13,-87
4070,,1955,4,14,1,29,2,,7.5,,7.5,,,,,9,CHINA,,CHINA:  SICHUAN PROVINCE,30,101.8
8041,,1955,4,15,3,40,58,,7,,7,,,,,9,CHINA,,CHINA:  XINJIANG PROVINCE,39.9,74.6
4071,Tsu,1955,4,19,16,47,19,33,6.2,,6.2,,,,,10,GREECE,,GREECE:  DRAKIA-AGRIA (MAGNESIA),39.4,23.1
4073,Tsu,1955,4,19,20,24,5,30,7.1,,7.1,,,,,6,CHILE,,CHILE,-30,-72
4075,,1955,4,21,7,18,    ,,6,,,,,,6,10,GREECE,,GREECE:  AEGEAN SEA,39.5,23
8054,,1955,4,24,12,59,12,,6.5,,6.5,,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,44.2,83.6
6370,Tsu,1955,5,17,14,49,49,,7.3,,7.3,,,,,,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,6.5,94
8043,,1955,6,7,0,48,54,,6,,6,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,26.5,101.1
4076,,1955,7,16,7,7,    ,,6.8,,,,,,6.8,9,TURKEY,,"TURKEY:  SOKE, AYDIN",37.5,27
4079,,1955,7,20,21,,    ,,6,,,,,,6,,COLOMBIA,,COLOMBIA-ECUADOR,0.2,-78.4
4080,,1955,9,1,17,33,    ,,5.8,,,,,,5.8,,COSTA RICA,,COSTA RICA,10,-84.5
6371,Tsu,1955,9,8,3,27,14,33,6.5,,6.5,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  FAURO ISLAND,-6.9,155.7
4083,,1955,9,12,6,9,20,,6.3,,6.3,,,,,,EGYPT,,EGYPT:  NILE DELTA,32.2,29.6
8029,Tsu,1955,9,23,15,6,23,10,6.8,,6.8,,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE,26.6,101.8
8044,,1955,10,1,6,29,55,,5.8,,5.8,,,,,7,CHINA,,CHINA:  SICHUAN PROVINCE,29.9,101.4
6372,Tsu,1955,10,10,8,57,47,33,7.3,,7.3,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-5,152.5
4086,,1956,1,8,7,11,26,,6.5,,6.5,,,,,,MEXICO,,MEXICO:  GUERRERO,17,-99.5
9782,Tsu,1956,1,8,20,54,13,,7.1,,7.1,,,,,5,CHILE,,CHILE,-19,-70
4087,,1956,1,10,,,    ,,7.7,,,,,,7.7,,TONGA,,TONGA ISLANDS,-20,-175
4088,,1956,1,12,5,46,    ,,5.8,,,,,,5.8,,HUNGARY,,HUNGARY,47.5,19.3
4089,,1956,1,16,23,37,    ,,7.3,,,,,,7.3,9,ECUADOR,,ECUADOR,-0.5,-80.5
4090,,1956,1,24,,,    ,,7.3,,,,,,7.3,,NICARAGUA,,NICARAGUA:  PUERTO SAMOZA,12.2,-86.7
4092,,1956,2,20,20,31,    ,,5.8,,,,,,5.8,8,TURKEY,,TURKEY:  ESKISEHIR,40,30.5
10063,Tsu,1956,3,2,22,43,,,5.3,,5.3,,,,,7,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-38.9,175.7
4094,,1956,3,16,19,32,    ,,5.8,,,,,,5.8,,LEBANON,,LEBANON:  LITANI,35.5,35.5
4096,,1956,5,23,20,48,    ,430,7.5,,,,,,7.5,,FIJI,,FIJI ISLANDS,-15,-179
4099,,1956,6,9,,,    ,60,7.6,,,,,,7.6,,AFGHANISTAN,,AFGHANISTAN:  KABUL,35.1,67.5
4100,Tsu,1956,7,9,3,11,39,20,7.8,,7.8,,,,,9,GREECE,,GREECE:  DODECANESE,36.9,26
7771,Tsu,1956,7,9,3,24,,,6.8,,6.8,,,,,,GREECE,,GREECE:  AEGEAN SEA,36.8,25.2
4101,,1956,7,16,15,7,    ,39,7,,,,,,7,,MYANMAR (BURMA),,MYANMAR (BURMA),22.2,95.7
4102,,1956,7,18,6,19,35,190,7.5,,7.5,,,,7.5,,INDONESIA,,INDONESIA:  BANDA SEA,-5.5,130
4103,,1956,7,21,15,32,    ,,6.1,,,,,,6.1,9,INDIA,,"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA",23,70
6374,Tsu,1956,8,12,16,59,37.6,50,6.5,,6.5,,,,,,JAPAN,,JAPAN:  IZU PENINSULA,33.8,138.8
8045,,1956,8,19,0,44,33,,5,,5,,,,,7,CHINA,,CHINA:  SHANXI PROVINCE,37.8,114
4105,,1956,10,11,2,24,    ,110,7.6,,,,,,7.6,7,RUSSIA,,RUSSIA:  KURIL ISLANDS,46,150.5
4107,,1956,10,31,14,3,    ,,6.8,,,,,,6.8,,IRAN,,IRAN:  BASTAK,27.2,54.4
4108,Tsu,1956,11,2,16,4,    ,,5.7,,,,,,5.7,8,GREECE,,GREECE:  VOLOS-AGRIA (MAGNESIA),39.5,23
8046,,1956,12,31,21,33,22,,5,,5,,,,,6,CHINA,,CHINA:  HEBEI PROVINCE,40.5,115.5
4111,,1957,2,20,4,41,1,,5.6,,5.6,,,,,,TUNISIA,,"TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX",36.2,8.9
4112,,1957,2,23,20,26,14,69,7.2,,7.2,,,,,,TAIWAN,,"TAIWAN:  HUALIEN, TAIPEI",23.9,121.6
4114,,1957,3,8,12,21,14,,7,,7,,,,,10,GREECE,,GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA),39.4,22.8
4116,Tsu,1957,3,9,14,22,31.9,33,8.6,8.6,9.1,,,,,,USA,AK,ALASKA,51.292,-175.629
4118,,1957,3,22,14,21,    ,,7.5,,,,,,7.5,5,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,55,-165.2
4120,,1957,4,14,19,18,    ,60,7.5,,,,,,7.5,,SAMOA,,SAMOA ISLANDS,-15.5,-173
4121,,1957,4,16,4,4,4,600,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  JAVA SEA,-4.6,107.1
4123,,1957,4,24,19,10,    ,,6.9,,,,,,6.9,,TURKEY,,TURKEY,36,28.5
4125,,1957,4,25,2,25,    ,18,7.1,,,,,,7.1,10,TURKEY,,"TURKEY:  FETHIYE (LYCIA, ASIA MINOR)",36.4,28.7
4130,,1957,5,26,6,33,    ,,7.1,,,,,,7.1,9,TURKEY,,TURKEY:  ABANT,40.7,30.9
8047,,1957,6,10,20,2,2,,5,,5,,,,,6,CHINA,,CHINA:  SHANXI PROVINCE,38,112.5
4132,Tsu,1957,6,22,23,50,23,33,7.3,,7.3,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.5,137
4134,,1957,6,27,0,9,28,15,7.6,,7.6,,,,,10,RUSSIA,,RUSSIA:  CHITA,56.2,116.4
4137,,1957,7,2,0,42,    ,14,6.6,,,,,,6.6,9,IRAN,,"IRAN:  HAZANDERAN, ABEGARM",36.1,52.7
4139,Tsu,1957,7,28,8,40,1,25,7.9,,7.9,,,,,7,MEXICO,,"MEXICO:  ACAPULCO,MEXICO CITY",16.5,-99.1
6546,Tsu,1957,7,29,17,15,14,33,7,,7,,,,,3,CHILE,,CHILE:  ANTOFAGASTA,-23.5,-71.5
4143,,1957,9,24,8,21,    ,60,7.6,,,,,,7.6,,PHILIPPINES,,PHILIPPINES,5.5,127.5
4144,,1957,9,28,14,20,    ,549,7.5,,,,,,7.5,,FIJI,,FIJI ISLANDS,-20.4,-178.5
6378,Tsu,1957,10,26,14,16,57,,6,,6,,,,,,INDONESIA,,INDONESIA:  KALIMANTAN ISLAND,-2,116
4147,,1957,11,29,22,19,    ,170,7.8,,,,,,7.8,,BOLIVIA,,BOLIVIA:  S,-21,-66
4149,,1957,12,4,3,37,45,33,8.1,8.1,8.3,,,,,11,MONGOLIA,,MONGOLIA,45.5,99.5
4150,,1957,12,13,1,45,    ,,7.1,,,,,,7.1,,IRAN,,IRAN:  FARSINAJ,34.3,47.8
4154,,1957,12,17,13,50,    ,120,7.8,,,,,,7.8,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.3,166.7
4157,,1958,1,15,19,14,    ,60,7.3,,,,,,7.3,9,PERU,,PERU: AREQUIPA,-16.5,-72
4160,Tsu,1958,1,19,14,7,27,60,7.6,,7.6,,,,,9,COLOMBIA,,COLOMBIA-ECUADOR,1.5,-79.5
8048,Tsu,1958,2,7,23,23,36,,6.2,,6.2,,,,,7,CHINA,,CHINA:  SICHUAN PROVINCE,31.5,104
4165,,1958,3,11,0,22,56,70,7.5,,7.5,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,25,125
6324,Tsu,1958,4,21,22,37,36,200,6.7,,6.7,,,,,,INDONESIA,,INDONESIA:  SUMATRA:  BENGKULU,-4.5,104
4167,Tsu,1958,7,10,6,15,59.9,35,7.8,7.8,7.9,,,,,11,USA,AK,ALASKA:  LITUYA BAY,58.37,-136.665
4170,,1958,7,26,17,38,    ,620,7.5,,,,,,7.5,,PERU,,PERU:  S,-13.5,-69
4172,,1958,8,16,19,13,    ,20,6.7,,,,,,6.7,,IRAN,,IRAN:  FIRUZABAD,34.4,47.9
4175,,1958,9,4,21,51,16.9,,6.8,,6.8,,,,,,CHILE,,CHILE-ARGENTINA,-33.785,-70.112
8049,,1958,9,25,1,5,36,,5.8,,5.8,,,,,7,CHINA,,CHINA:  GUANGXI PROVINCE,22.5,109.5
4178,,1958,10,20,1,12,37,100,6.7,,6.7,,,,,8,INDONESIA,,INDONESIA:  JAVA:  MALANG,-9.5,112.5
6381,Tsu,1958,11,4,22,54,46,,6.1,,6.1,,,,,,PACIFIC OCEAN,,EAST PACIFIC RIDGE,-50,-115
4179,Tsu,1958,11,6,22,58,8.6,40,8.3,8.3,,,,,8.2,10,RUSSIA,,RUSSIA:  KURIL ISLANDS:  S,44.53,148.54
6384,Tsu,1959,2,7,9,36,51,19,7.4,,7.4,,,,,7,PERU,,PERU-ECUADOR,-4,-81.5
4184,,1959,4,5,,,,,5.5,,,,,,5.5,8,FRANCE,,"FRANCE:  ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS",44,6.8
6385,Tsu,1959,4,9,12,24,20,40,5,,5,,,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,44.3,149
4187,,1959,4,25,0,26,    ,,6.3,,,,,,6.3,8,TURKEY,,"TURKEY:  KOYCEGIZ, MUGLA",37,28.7
4188,,1959,4,26,20,40,38,150,7.5,,7.5,,,,,,TAIWAN,,TAIWAN:  TAIPEI,24.78,122.7
4192,Tsu,1959,5,4,7,15,42,60,8.2,8.2,8,,,,,10,RUSSIA,,RUSSIA:  NEAR EAST COAST OF KAMCHATKA,52.5,159.5
4194,,1959,5,24,19,17,    ,100,6.8,,,,,,6.8,,MEXICO,,MEXICO:  OAXACA;,17,-96.3
4195,,1959,6,14,0,12,6.5,112,7.5,,7.5,,,,,,BOLIVIA,,BOLIVIA-NORTHERN CHILE,-20.369,-68
4196,,1959,6,18,15,31,    ,15,7,,,,,,7,10,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,53.9,160.5
8050,,1959,7,2,18,33,54,,5,,5,,,,,6,CHINA,,CHINA:  HENAN PROVINCE,31.8,115.3
8051,,1959,8,10,23,7,29,,5.4,,5.4,,,,,7,CHINA,,CHINA:  SHAANXI PROVINCE,35.6,110.9
4197,,1959,8,15,8,57,3,60,7,,7,,,,,,TAIWAN,,TAIWAN,22.18,121.13
4198,Tsu,1959,8,17,21,4,40,,7.3,,7.3,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.5,156
4199,Tsu,1959,8,18,6,37,13.5,5,7.7,,,,7.7,,7.1,10,USA,MT,MONTANA:  HEBGEN LAKE,44.712,-111.215
4201,,1959,8,26,8,25,31,,6.9,,6.9,,,,,,MEXICO,,MEXICO:  GULF OF CAMPECHE,18.3,-94.4
4203,,1959,9,1,11,37,    ,11,6.1,,,,,,6.1,10,ALBANIA,,ALBANIA,40.9,19.8
4205,,1959,9,14,14,9,    ,60,7.7,,,,,,7.7,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.5,-177
4206,,1959,10,25,15,57,    ,,6.2,,,,,,6.2,,TURKEY,,TURKEY:  NINIA,39.1,41.6
6386,,1959,10,27,6,52,51.2,70,7.2,,7.2,,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,45.89,151.11
4208,,1959,11,7,,,    ,,5.5,,,,,,5.5,8,ALGERIA,,ALGERIA:  BOU-MEDFA,36.4,2.6
8030,,1959,11,15,10,25,16,,6.4,,6.4,,,,,,CHINA,,CHINA:  XINGJIANG,38.75,75.317
4211,Tsu,1960,1,13,15,40,34,160,7.8,,7.8,,,,,10,PERU,,"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75
4213,,1960,1,15,9,30,    ,150,7,,,,,,7,,PERU,,"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",-15,-75
8055,,1960,2,2,23,51,59,,5.3,,5.3,,,,,6,CHINA,,CHINA:  GANSU PROVINCE,33.8,104.5
4214,,1960,2,21,8,13,31,33,5.6,,5.6,,,,,,ALGERIA,,ALGERIA:  MELOUZA,36,4.1
4216,Tsu,1960,2,29,23,40,14,33,5.9,,5.9,,,,,10,MOROCCO,,MOROCCO:  AGADIR,30.45,-9.62
6387,Tsu,1960,3,20,17,7,30,20,7.5,,7.5,,,,,,JAPAN,,JAPAN:  SANRIKU,39.8,143.4
6388,Tsu,1960,3,23,0,23,,20,6.7,,6.7,,,,,,JAPAN,,JAPAN:  SANRIKU,39.4,143.7
8056,,1960,4,13,7,57,49,,5.8,,5.8,,,,,8,CHINA,,CHINA:  JILIN PROVINCE,44.7,127
4220,,1960,4,24,12,14,    ,,6,,,,,,6,,IRAN,,IRAN:  LAR,28,54.5
4223,Tsu,1960,5,21,10,2,50,35,8.2,8.2,7.3,,,,,,CHILE,,CHILE:  CENTRAL,-37.872,-73.243
4227,Tsu,1960,5,22,19,11,17,33,9.5,9.5,8.5,,,,,12,CHILE,,"CHILE:  PUERTO MONTT, VALDIVIA",-38.143,-73.407
4228,,1960,5,26,5,10,    ,,6.5,,,,,,6.5,,GREECE,,GREECE-ALBANIA,40,20
6389,Tsu,1960,6,11,15,14,9,33,6.6,,6.6,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  W. SOLOMON SEA,-9.4,152.3
6591,Tsu,1960,7,29,17,31,45,50,6.7,,6.7,,,,,,JAPAN,,JAPAN:  SANRIKU,40.3,142.5
4232,,1960,9,22,9,5,32.5,28,6.6,,6.6,,,,,,CONGO,,CONGO:  LAKE TANGANYIKA,-3.6,29
6390,Tsu,1960,11,1,8,45,59,55,7.4,,7.4,,,,,,CHILE,,CHILE:  CONCEPCION,-38.5,-75.1
8057,,1960,11,9,10,43,42,,6.8,,6.8,,,,,9,CHINA,,CHINA:  SICHUAN PROVINCE,32.7,103.7
4234,Tsu,1960,11,20,22,1,56.4,93,6.7,,,,,,6.7,,PERU,,PERU,-6.8,-80.7
6391,Tsu,1961,1,10,14,22,25.5,59,6.6,6.6,7.1,,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,50.016,156.099
4237,,1961,2,4,8,51,    ,141,7.6,,,,,,7.6,,INDIA,,INDIA,24.9,93.34
4238,Tsu,1961,2,26,18,10,48.7,74,7.3,,7.3,,,,,,JAPAN,,JAPAN:  MIYAZAKI,31.6,131.8
4239,,1961,3,7,10,10,    ,40,7.5,,,,,,7.5,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.3,-175.7
4240,,1961,3,16,13,45,35.6,74,6.5,,6.5,,,,,8,INDONESIA,,INDONESIA:  FLORES:  ENDEH,-8.2,122
8059,,1961,4,13,16,34,39,,6.8,,6.8,,,,,9,CHINA,,CHINA: XINJIANG,39.8,77.7
7780,Tsu,1961,5,23,2,45,,,6.5,,6.5,,,,,,TURKEY,,TURKEY,36.7,28.5
4243,,1961,6,1,23,29,21.2,33,6.5,,6.5,,,,,9,ETHIOPIA,,ETHIOPIA:  KARAKORE,10.4,39.9
4246,,1961,6,11,5,10,    ,37,6.6,,,,,,6.6,,IRAN,,"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU",27.9,54.6
8060,,1961,6,11,17,15,33,33,5.8,,5.8,,,,,8,CHINA,,CHINA:   YUNNAN PROVINCE,24.97,98.63
6917,Tsu,1961,6,16,10,31,57.3,120,6.5,,6.5,,,,,,COLOMBIA,,COLOMBIA: NORTHEASTERN COLOMBIA,8.9,-73.4
8061,,1961,6,27,7,3,41,25,6,,6,,,,,8,CHINA,,CHINA:   YUNNAN PROVINCE,27.73,99.75
6398,Tsu,1961,7,23,21,51,10.5,35,7.3,7.3,7.3,,,,,,VANUATU,,VANUATU ISLANDS,-18.421,168.411
6399,Tsu,1961,8,1,5,39,54.4,25,6.4,6.4,6.6,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.849,160.614
6401,Tsu,1961,8,17,21,16,31.4,154,6.7,,6.7,,,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,46.338,149.548
4248,,1961,8,19,5,33,    ,,7.3,,,,,,7.3,,JAPAN,,JAPAN:  HONSHU:  W COAST,36,136.7
4249,,1961,8,31,1,57,    ,629,7.5,,,,,,7.5,,PERU,,PERU,-10.5,-70.7
4250,,1961,9,1,0,9,    ,131,7.5,,,,,,7.5,,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,-59.5,-27.3
4251,,1961,9,5,,,    ,,7.7,,,,,,7.7,,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,-58,-27
4252,,1961,9,8,11,26,32.3,105,7.7,,7.7,7.6,,,,,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,-56.26,-27.283
8062,,1961,10,1,0,16,1,,5.7,,5.7,,,,,7,CHINA,,CHINA:  GANSU PROVINCE,34.33,104.78
6402,Tsu,1961,10,18,16,51,57,15,6.5,,6.5,,,,,,CHILE,,"CHILE:  VALDIVIA, CURICO",-36.7,-73
4254,,1961,12,20,13,25,    ,176,6.9,,,,,,6.9,,COLOMBIA,,COLOMBIA,4.6,-75.6
4255,,1962,1,7,10,3,    ,33,6,,,,,,6,,CROATIA,,BALKANS NW:  CROATIA,43.3,17.1
4256,,1962,1,11,5,5,    ,33,5.8,,,,,,5.8,,CROATIA,,BALKANS NW:  CROATIA,43.3,17.1
4257,,1962,2,14,6,36,    ,45,7.3,,,,,,7.3,,CHILE,,CHILE:  CENTRAL,-37.8,-72.5
4258,,1962,2,18,,,    ,,5.3,,,,,,5.3,8,TUNISIA,,"TUNISIA:  GAFOUR,OUM-ZID,EL AKHOUAT",36,9
4259,,1962,3,18,15,30,    ,33,6,,,,,,6,,ALBANIA,,ALBANIA,40.9,19.5
8052,,1962,3,18,20,18,53,25,6.1,,6.1,,,,,8,CHINA,,CHINA:  GUANGDONG PROVINCE,23.72,114.67
6404,Tsu,1962,4,12,0,52,43,25,7.2,7.2,7.1,,,,,,JAPAN,,JAPAN:  SANRIKU,38.073,142.741
4261,,1962,4,18,19,14,    ,39,6.3,,,,,,6.3,,PERU,,"PERU:  CASMA,HUARAZ,QUIRUVILCA,TRUJILLO",-10,-79
8063,,1962,4,23,4,18,1,,5.5,,5.5,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE,23.6,106.1
4263,,1962,4,25,,,    ,,5.3,,,,,,5.3,8,FRANCE,,"FRANCE:  CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL",45,5.6
4264,,1962,4,30,2,26,30,104,6.8,,6.8,,,,,,JAPAN,,JAPAN:  HONSHU:  SENDAI,38.8,140.9
4265,Tsu,1962,5,11,14,11,54.1,40,7,,7,,,,,8,MEXICO,,MEXICO:  S,17.2,-99.6
4266,Tsu,1962,5,19,14,58,15,33,7.2,,7.2,,,,,,MEXICO,,MEXICO:  S,17.2,-99.5
8064,,1962,5,21,12,2,52,,6.8,,6.8,,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,37.1,96
6405,Tsu,1962,5,21,12,21,,60,5.7,,5.7,,,,,,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,41.8,142.4
4267,,1962,6,11,7,15,    ,,6.3,,,,,,6.3,,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA,43.6,18.3
8065,,1962,6,24,1,21,18,18,6.2,,6.2,,,,,7,CHINA,,CHINA:   YUNNAN PROVINCE,25.2,101.2
4268,,1962,7,26,8,14,41.8,21,7.4,,7.4,,,,,,PANAMA,,PANAMA,7.5,-82
